title,url,date,header,arrangor,medvirkende,om_arrangementet
«Tyholmenkampen» – Bevaring av bykjernen i Arendal på 1970 tallet,https://www.arendalsuka.no/programsok/details/25626,2024-08-12T13:00,«TYHOLMENKAMPEN» – BEVARING AV BYKJERNEN I ARENDAL PÅ 1970 TALLET,"Mesterbrevnemnda, Arendal Håndverker og Industribedrifters Forening","Hans Olaf Aanensen, Arkitekt, forsker og forfatter","Hyggetreff på Håndverkeren
Arkitekt, forsker og forfatter Hans Olaf Aanensen holder foredrag der han tar oss med 50 år tilbake i tid under overskriften: «Tyholmenkampen». Aanensen, som har skrevet bok med samme tittel, var sentral i å kartlegge og tilrettelegge for at kjernen av bysentrum i Arendal ble bevart. Planene og stemningen, på 1960 og inn i 1970 tallet, var å rive og bygge nytt. Mange engasjerte seg, det snudde, og et nytt syn på bevaring og bruk av gammel trehus-bebyggelse vokste fram.
Temaet og denne historien peker fremover mot dagens fokus på gjenbruk og ombruk av bygninger og ting vi omgir oss med. Det gir også dagens håndverkere inspirasjon til å lære seg og forstå eldre håndverksteknikker og for oss alle å sette pris på kulturarven.
Vi hygger oss i Arendal Håndverk og Industribedrifters Forenings festsal med noe å bite i til kaffen.
Om foredragsholderen:
Hans Olaf Aanensen er sivilarkitet, forsker og forfatter. Han har utført store arbeider med antikvarisk registrering av gammel trehusbebyggelse og forsket på rehabilitering av eldre trehus.
Aanensen er utdannet sivilarkitekt fra NTH (NTNU) i Trondheim, der han senere også har arbeidet som veileder og sensor ved Institutt for arkitekturhistorie.
Boka Gamle trehus, skrevet sammen med Tore Drange og Jon Brænne, er etter hvert blitt en «klassiker» innen fagfeltet. Fra første utgave i 1980 og fram til 2011 var den kommet i ni opplag, revidert i to omganger."
Bevaring og utvikling av den store vannkraften - arvesølvet må pusses og vises frem,https://www.arendalsuka.no/programsok/details/25401,2024-08-12T13:30,BEVARING OG UTVIKLING AV DEN STORE VANNKRAFTEN - ARVESØLVET MÅ PUSSES OG VISES FREM,Advokatfirmaet Thommessen,"Gunnar Martinsen, Partner, Advokatfirmaet Thommessen
Bendik Christoffersen, Partner, Advokatfirmaet Thommessen
Leiv Ingve Ørke, Konserndirektør Energi, Lyse AS
Bård Ludvig Thorheim, Stortingsrepresentant (H), medlem i Energi- og miljøkomiteen","Norge trenger mer fornybar kraft, og de fleste er enige om at vi trenger mer av alt raskere. Samtidig er det lite fokus på hvordan ryggraden i det norske vannkraftsystemet – de store vannkraftverkene – kan bevares og utvikles i en situasjon hvor vannkraften er under press fra revisjon og vanndirektivprosesser, mens klassifiseringen som grønn utfordres av taksonomien.
Uten løpende aktiv forvaltning og oppfølgning av vannkraften risikerer vi at vannkraften forvitrer og salderes istedenfor å moderniseres og tilpasses behovet i det nye kraftsystemet. Hva må myndigheter og eiere av stor vannkraft foreta seg for møte utfordringene og utnytte mulighetene som ligger foran oss?
Advokatfirmaet Thommessen har invitert Bård Ludvig Thorheim (H) fra Energi- og miljøkomiteen og Lyse Kraft, som kombinerer en omfattende revisjonsprosess med storstilt oppgradering og utvidelse av kraftanleggene i Røldal Suldal, til samtale."
Bærekraft: Hvorfor bruke grønn norsk kraft på IT-datasentre?,https://www.arendalsuka.no/programsok/details/24901,2024-08-12T14:00,BÆREKRAFT: HVORFOR BRUKE GRØNN NORSK KRAFT PÅ IT-DATASENTRE?,Coxit & Computerworld,"Eivind Berstad, Teamleder, CCS, Bellona
Svein Atle Hagaseth, Chief Executive Officer, Green Mountain
Halvor Bjerke, CEO, STACK Infrastructure Nordics
Jørn Skaane, CEO, Lefdal Mine Datacenter
Svein Frydenlund, Næringssjef, Hamar Kommune
Sverre Stenseng, Debattleder","Behovet for kraft til datasentre har skapt en konflikt omkring bruk av norsk grønn kraft når den blir en knapphetsvare. Er dette virkelig riktig måte å bruke vår grønne kraft, som er et viktig nasjonalt fellesgode?"
BANANA paradokset,https://www.arendalsuka.no/programsok/details/24654,2024-08-12T14:00,BANANA PARADOKSET,Akershus Energi,"Sigurd Kvammen Rafaelsen, Stortingsrepresentant, Energi- og miljøkomitéen
Åslaug Marie Haga, Administrerende Direktør, Fornybar Norge
Anette Solli, Fylkesrådsleder, Akershus fylke
Pernille Bonnevie Hansen, Nestleder, Naturvernforbundet
Birgitte Johannessen, Programansvarlig Hydrogen, Avinor
Ann Myhrer Østenby, Seksjonssjef, NVE
Eskil Lunde Jensen, Konsernsjef, Akershus Energi","Alle trenger og vil ha mer kraft, men ingen vil ha det i sin bakgård. I kommunenes klimaplaner skal det kuttes utslipp gjennom storstilt elektrifisering av bilpark, tungtransport og industri – men hvor skal kraften komme fra? 
Vi har gått fra NIMBY (Not In My Backyard) til BANANA (Build Absolutely Nothing Anywhere Near Anything). Hvordan kan kraftselskapene og kommunene samarbeide sånn at vi får til klimagassreduksjonene vi trenger uten irreversible inngrep i viktig natur? Hvilke dilemmaer står vi overfor og hvilket ansvar har de ulike aktørene?"
Fra ord til handling: Effektive finansieringsstrategier for grønne prosjekter,https://www.arendalsuka.no/programsok/details/24592,2024-08-12T14:10,FRA ORD TIL HANDLING: EFFEKTIVE FINANSIERINGSSTRATEGIER FOR GRØNNE PROSJEKTER,"Advokatfirmaet Thommessen, Scatec ASA, HitecVision, SEB, DNB Markets","Terje Pilskog, CEO, Scatec ASA
Ove Gusevik, Senior Partner, HitecVision
Kristian Pande Horn, Partner, Advokatfirmaet Thommessen
Simon Joneklav, Head of Project & Infrastructure Finance, SEB
Dag Thomas Michalsen, Managing Director, DNB Markets
Snorre Valdimarsson (moderator), Partner, Advokatfirmaet Thommessen
Enja Sæthren (moderator), leder for myndighetskontakt, Scatec ASA","Verden er midt i en energirevolusjon som krever betydelige investeringer i ny teknologi og infrastruktur. Hvilke økonomiske barrierer hindrer overgangen til et lavutslippssamfunn, og hvordan kan vi effektivt overvinne disse utfordringene?
Det er på tide at vi går fra ord til handling. Bli med på en engasjerende panelsamtale hvor ledende eksperter fra energisektoren og finansmarkedet deler sine tanker om hvordan vi kan omgjøre grønne visjoner til virkelighet gjennom effektive finansieringsstrategier."
Materialsårbarhet truer grønn omstilling,https://www.arendalsuka.no/programsok/details/23904,2024-08-12T14:15,MATERIALSÅRBARHET TRUER GRØNN OMSTILLING,"Eyde-klyngen, Bellona, Prosess21, Ferrolegeringsindustriens forskningsforening","Gabriella Tranell, Professor, NTNU
Stina Torjesen, Director of Sustainability, Morrow Batteries
Ane Breivik, Leder, Norges Unge Venstre
Simen Velle, Leder, Fremskrittspartiets Ungdom
Halvor Endrerud, Generalsekretær, AUF","Kritiske råvarer er avgjørende for europeisk sikkerhet og grønn omstilling. Men hva er egentlig materialbehovet til grønn omstilling, og hvor sårbare er vi? Forbrukerne ønsker grønne produkter – kan vi levere de?  Hva er allerede i omløp? Hvorfor bruke strøm på norsk industri, når vi kan bruke den på TikTok/ Krypto/ KI eller selge den til utlandet?
Eyde-klyngen, Miljøstiftelsen Bellona og Prosess21 inviterer til alvorsprat om materialsårbarhet."
Biodrivstoff gir utslippskutt i dag! - Kan avgiftsregelverket bidra til å kutte utslippene enda mer?,https://www.arendalsuka.no/programsok/details/23990,2024-08-12T14:15,BIODRIVSTOFF GIR UTSLIPPSKUTT I DAG! - KAN AVGIFTSREGELVERKET BIDRA TIL Å KUTTE UTSLIPPENE ENDA MER?,"Preem, ZERO","Heikki Eidsvoll Holmås, Direktør bærekraft og politikk, Sopra Steria
Ola Elvestuen, Stortingsrepresentant, Venstre
Linda Monsen Merkesdal, Stortingsrepresentant, Arbeiderpartiet
Henrik Rådberg, Chef Nya Möjligheter, Preem
Ingvild Kilen Rørholt, Fagansvarlig transport, ZERO
Anders Fagernæs, Bærekraftsdirektør, Norwegian","Det produseres stadig mer biodrivstoff i Norden. Preem øker sin produksjon i august 2024 og skal ytterligere utvide denne i 2027. Det inkluderer også bærekraftig flydrivsstoff (SAF). Andre drivstoffprodusenter i Europa har tilsvarende prosjekter og planer.
Biodrivstoff kan kutte utslipp umiddelbart og i betydelig grad bidra til at Norge når 2030-målene om utslippskutt. Over tid vil elektrifisering være det viktigste tiltaket, men vi trenger flere løsninger. Biodrivstoff vil være sentralt for utslippskutt, både i en overgangsperiode mot elektrifisering og for sektorer hvor alternativene til flytende drivstoff er begrenset, kostbart eller ikke tilgjengelig. Luftfarten er et godt eksempel på en slik sektor. Både luftfartsnæringen, Miljødirektoratet og andre relevante aktører er enige om at biodrivstoff vil være et viktig virkemiddel for å kutte utslipp på både kort og lang sikt.
Preem og ZERO inviterer derfor til et arrangement i Samferdselsteltet hvor det settes fokus på hvordan biodrivstoff kan bidra til å kutte utslipp i sektorer hvor det er få eller ingen alternativer til flytende drivstoff.
Preem innleder arrangmentet med en oppdatert oversikt over tilgjengelige råstoff og hvilke planer man ser for økt produksjon av biodrivstoff i Norden. ZERO vil på sin side belyse biodrivstoffets rolle for utslippskutt i transportsektoren, fortsatt behov for økt produksjon og strenge krav til bærekraft. Norwegian vil deretter dele sine tanker om hvordan myndighetene kan bruke flypassasjeravgiften som gulrot for større bruk av SAF enn det flyselskapene er pålagt.
Vi avslutter arrangementet med en diskusjon der politikere og bransjen diskuterer hvordan man kan samarbeide om klimakutt i luftfarten. Kan flypassasjeravgiften være et virkemiddel? Kan det tenkes lignende løsninger i andre sektorer det er vanskelig å elektrifisere? Det skal vi prøve å finne ut av i Samferdselsteltet mandag 12. august kl 14.15.
Innledning (14.15-14.35)
- Henrik Rådberg (Chef Nya Möjligheter, Preem)
- Ingvild Kilen Rørholt (Fagansvarlig transport, ZERO)
- Anders Fagernæs (Bærekraftsdirektør, Norwegian)
Paneldiskusjon (14.35-15.00)
- Ola Elvestuen (Stortingsrepresentant, Venstre)
- Linda Merkesdal (Stortingsrepresentant, Arbeiderpartiet)
- Henrik Rådberg (Preem)
- Ingvild Kilen Rørholt (ZERO)
- Anders Fagernæs (Norwegian)"
Areal-gjenbruk og solkraft: kan vi bygge fornybar energi på en måte som er skånsom for naturen?,https://www.arendalsuka.no/programsok/details/23747,2024-08-12T14:15,AREAL-GJENBRUK OG SOLKRAFT: KAN VI BYGGE FORNYBAR ENERGI PÅ EN MÅTE SOM ER SKÅNSOM FOR NATUREN?,Naturviterne,"Morten Wedege, Forbundsleder, Naturviterne
Dagmar Hagen, Seniorforsker, NINA
Heine Riise, Forsker, IFE","Fremover trengs det mer fornybar energi. Samtidig må vi stanse tapet av natur for å kunne håndtere både en natur- og klimakrise. Det betyr at vi må vi økonomisere arealforbruket vårt på en helt annen måte enn i dag.
Gjenbruk av allerede forringende grå arealer er viktig for hindre ny nedbygging og oppstykking av naturområder. Men det mangler en oversikt over hvilke forringede områder som egner seg for ulike typer areal-gjenbruk, og hvilke som egner seg for å restaurere og gjenopprette.
Solkraft har potensiale til å kunne både å kunne bygges skånsomt og fylle grå arealer vi kanskje ikke får brukt til noe annet – uten at det går på bekostning av produksjonsarealer for skog- og landbruk eller viktig naturverdier. Så hvordan gjøre dette på en riktig måte?

PROGRAM:
GRÅ AREALER: Hva er det, hva må vi tenke på og hvordan bør vi gå frem for å sikre god areal-gjenbruk og mer naturrestaurering? 
Dagmar Hagen: forsker hos Norsk institutt for naturforskning (NINA).
SOLKRAFT PÅ GRÅ AREALER: Hvordan fungere solkraft, hvordan ka solkraft forsterke energisystemet vårt og hva skal til for bygge solkraft på en naturpositiv måte?
Heine Riise. Forsker for Institutt for energiteknikk (IFE)
SAMTALE: Hvordan bygge ut mer fornybar energi på en måte som er skånsom for naturen?
Dagmar Hagen og Heine Riise. Ledes av forbundsleder i Naturviterne: Morten Wedege."
Må byggebransjen på rehab? Vi snur verdens mest klimavennlige byggestein,https://www.arendalsuka.no/programsok/details/24110,2024-08-12T15:00,MÅ BYGGEBRANSJEN PÅ REHAB? VI SNUR VERDENS MEST KLIMAVENNLIGE BYGGESTEIN,Miljømerking Norge - Svanemerket,"Sigrun Gjerløw Aasland, Statssekretær, Klima- og miljødepartementet
Gro Sandkjær Hansen, Forsker, Oslo Met
Heikki Eidsvoll Holmås, Direktør for bærekraft og politikk, Sopra Steria Footprint
Anders Fylling, Direktør for Bærekraft og spesialfag, Statsbygg
Christine Flataker Johannesen, Konserndirektør, Frydenbø Eiendom
Kai Reaver, Fagsjef, Norske arkitekters landsforbund
Cathrine Pia Lund, Administrerende direktør, Svanemerket","Vi bygger som aldri før. Og la oss være ærlige: Det kommer vi til å fortsette med.
Samtidig skal utslipp kuttes og naturen restaureres. Det blir ikke lett. Skal bransjen lykkes med bærekraftig vekst må alle steiner snus. Og vi må starte med den største byggesteinen av dem alle: rehabilitering.
Ingen bygninger har så store ressurspådrag som de som rives for å bygge nytt. Derfor legger EUs nye direktiver til rette for en storslagen rehabiliteringsboom i byggebransjen. For rehabilitering kan både halvere utslipp, bidra til å bevare natur og fremme en sirkulær økonomi.  
Men rehabilitering av bygg er ikke ukomplisert. Noen mener at rehabilitering går på bekostning av både moderne estetikk og arealeffektiv boligbygging. Andre mener at rehabilitering er kostbart og tar for lang tid. 
Så hvordan skal vi klare å snu verdens mest klimavennlige byggestein?
Historien forteller oss at bygg med høy kvalitet ikke rives. Byggebransjen selv ønsker å bli sirkulær. Svanemerket opplever en sterkt økende interesse for rehabilitering av bygg. Og sterke krefter i EU ønsker en kraftig rehabiliteringsbølge for både bygg og anlegg. Ikke bare fordi det sparer miljø og materialer, men fordi det er en forutsetning for sirkulærøkonomi.
Spørsmålet er: Trenger vi et forbud mot riving? Eller holder det å sende byggebransjen på rehab?
Miljømerking Norge – Svanemerket, inviterer sammen med Brød&Miljø nettverket*, til en terapeutisk rehabiliteringstime der det både stilles diagnoser og skrives ut medisin. 
*Brød&Miljø nettverket arrangeres av Norske arkitekters landsforbund sammen med Statsbygg, Treindustrien, Tekna, Miljømerking Norge - Svanemerket, Oslobygg, Betong Norge og FutureBuilt."
Mat og natur - går det ihop?,https://www.arendalsuka.no/programsok/details/24853,2024-08-12T15:00,MAT OG NATUR - GÅR DET IHOP?,Yara International ASA,"Svein Tore Holsether, Konsernsjef, Yara International ASA
Karoline Andaur, Leder, WWF Norge
Bård Ludvig Thorheim, Stortingsrepresentant (H), Stortinget
Morten Aasland, Seniorrådgiver. Tidl Amb. til FN i Roma, UD
Sigrid Hjørnegård, Generalsekretær, Norges Bondelag
Trine Lise Sundnes, Stortingsrepresentant (Ap), Stortinget","I 2024 utgjør jordas befolkning over 8 milliarder mennesker. I en verden som stadig fylles av flere mager å mette, har spørsmålet om matforsyning og sikker, bærekraftig matproduksjon blitt en av de fremste utfordringene i vår tid. Parallelt med dette, ropes det varsku om tilstanden på både jordhelsen, men også om behov for å verne mer av naturen. Internasjonalt er det enighet om å trekke i nødbremsen, med et mål om å verne 30% av naturen innen 2030, og i høst skal regjeringen legge frem sin handlingsplan for hvordan Norge skal innfri sine forpliktelser i Naturavtalen.  
Men lar egentlig disse to utfordringene seg forene: økt matproduksjon på den ene siden, og mer vern av natur og areal på den andre? Finnes det løsninger på matkrisen og naturkrisen – eller må vi velge? Og hva kan næringslivet bidra med i dette komplekse landskapet?  
Klarer vi å redde naturen samtidig vi produserer mer mat?"
Fra rødt til grønt lys for laksenæringa?,https://www.arendalsuka.no/programsok/details/25270,2024-08-12T15:00,FRA RØDT TIL GRØNT LYS FOR LAKSENÆRINGA?,Veterinærinstituttet,"Even Tronstad Sagebakken, Statssekretær, Nærings- og fiskeridepartementet
Rasmus Hansson, Stortingspolitiker, Næringskomiteen på Stortinget
Lars Fjeldstad, Ordfører i Osterøy kommune, Leder av regionrådet Nord-Hordaland
Vidar Hjartnes, Samfunnskontakt, Eide Fjordbruk
Torfinn Evensen, Generalsekretær, Norske Lakseelver","Situasjonen i oppdrettsnæringen i dag er dyster. Fiskehelserapporten viser at over 100 millioner laks døde før slakt i norske oppdrettsanlegg i 2023. Det er særlig behandling mot lakselus som medfører sår og dødelighet for laksen.
Regjeringen har varslet stortingsmeldinger om havbruk og om dyrevelferd i kommende stortingsperiode. Stortinget har bedt regjeringa utforme en «Miljøfleks»-ordning i 2024 for å bedre situasjonen i oppdrettsnæringa. Med innføring av mer null- eller lavutslippsteknologi mht lakselus
Korte faglige innledninger
«Vi vet hva som må til for å «redde» situasjonen» ved avdelingsdirektør Geir Lasse Taranger fra Havforskningsinstituttet
«Dette er lønnsomme investeringer til felles gode» av professor Ragnar Tveterås, Universitetet i Stavanger
«Hva slags miljøfleksordning trenger vi for å mindre lus og færre døde laks?» ved opppdragskoordinator Ketil Skår, Veterinærinstituttet
«Ønsker fra en oppdretter som jobber for endring» ved Vidar Hjartnes, oppdretter og samfunnskontakt fra Eide Fjordbruk i Hordaland
Paneldebatt 
«En reelt bærekraftig oppdrettsnæring? Hvordan? Kan miljøfleksordningen vedtatt av Stortinget innstilles slik at vi løser oppdrettsnæringens utfordringer, håndterer den uakseptable dødeligheten av oppdrettsfisken og samtidig sikrer høstbare og sunne villfiskbestander? En mulig vinn-vinn-situasjon?»"
Nok innovasjon - nå må Norge kutte utslipp!,https://www.arendalsuka.no/programsok/details/23909,2024-08-12T15:30,NOK INNOVASJON - NÅ MÅ NORGE KUTTE UTSLIPP!,"Eyde-klyngen, Bellona, Prosess21","Håvard Moe, Leder, Prosess21/Elkem
Sigrun Aasland, Statssekretær (Ap), Klima- og miljødepartementet
Ove Trellevik, Stortingsrepresentant (H), Energi- og miljøkomiteen
Are Tomasgard, LO-sekretær","Et av de viktigste politiske virkemidlene for klimaomstilling er Enova. Mandatet har lenge vært rettet mot innovasjon, men meldingen fra Miljødirektoratet er klar: Norske klimamål forutsetter at det gis støtte til utrulling av klimateknologi i industrien. Er regjeringen klar til å gi Enova det mandatet - og bevilgningene - de trenger for å få oss i mål?
  Miljøstiftelsen Bellona, Eyde-klyngen og Prosess21 inviterer klima- og miljødepartementet til å vise hva regjeringen vil gjøre med virkemiddelapparatet for å realisere norske klimamål."
Risiko mot 2050: Hviler Norge på en industriromantisk sovepute?,https://www.arendalsuka.no/programsok/details/24575,2024-08-12T16:00,RISIKO MOT 2050: HVILER NORGE PÅ EN INDUSTRIROMANTISK SOVEPUTE?,Enova,"Harald Solberg, Administrerende direktør, Norsk Industri
Ole-Jacob Siljan, Plant Manager, Yara Porsgrunn
Susanne M. Nævermo-Sand, Head of Sustainability & Strategy, Celsa Nordic
Anders Bjartnes, Ansvarlig redaktør, Norsk Klimastiftelse
Astrid Lilliestråle, Direktør for teknologi- og markedsutvikling, Enova
Pia Martine Faurby Rosenkilde (moderator), Kommunikasjonsleder, Enova","Om snaue 26 år skal Norge ha redusert sine utslipp med 90-95 prosent sammenlignet med 1990. Allerede i 2040 snuser vi på nullutslippssamfunnet, skal vi lytte til EUs ambisjoner og ta politiske vedtak og faglige utredninger på alvor. Likevel har utslippsnivået i norsk prosessindustri stått tilnærmet stille siden Norge ble medlem av kvotesystemet 2008.
Ja – industrien har gjennomført historiske kutt på 40%, men kuttene har i hovedsak skjedd gjennom optimalisering av eksisterende kjerneprosesser. De store, innovative teknologiprosjektene som skal omstille selve prosessene lar vente på seg. Tidligfaseprosjektene er for få, pilotene uteblir og det hele går for sakte. Karbonfangst og lagring er nødvendig, men satses ikke på i tilstrekkelig grad.  
Når vi vet hvor lange utviklingsløp som kreves for utvikling av karbonfrie kjerneprosesser, skulle langt flere ha vært igangsatt, satset betydelig på og forsøkt forsert.  
Det er ingen tvil om at investeringene som trengs for å avkarbonisere industrien er enorme. Langsiktige, forutsigbare rammebetingelser er ikke 100 % på plass. Vi kan ikke underkjenne at det er risiko forbundet med å investere i usikre, lange løp for ny teknologi nå.  
Men hvorfor snakkes det ikke mer om den høye risikoen ved å la være å handle?  Kostnader og konkurrenter kan komme brått på i løpet av tiåret som venter oss. Kvotene vil bli dyrere, og kvotesystemet skal tømmes. Det er ingen indikasjoner på det motsatte. 
Dessuten er midlene til å komme i gang i høyeste grad til stede. Men til tross for store og åpne programmer, kommer det ikke nok søknader inn til Enova. 
Det harde faktum er: Uten et realt temposkifte nå, vil ikke teknologiene rekke å bli modne nok til å ha effekt frem mot 2050. 
Vi spør: 
Er prosessindustrien forberedt på at om 26 år så må utslippene være borte? Bør ikke de første større demonstrasjonsprosjektene ha blitt bygget i går? Hvor er risikoviljen?  Kan man handle på forventningen om fremtidige rammebetingelser eller trenger industrien en annen forutsigbarhet for å ta de store investeringene? Tviler industrien på at klimapolitikken faktisk vil strammes til? Forskes det for lite til at teknologiutviklingen løsner? Innføres resultatene fra forskningen raskt nok i industrien? Er det i det hele tatt realistisk å opprettholde en norsk konkurransedyktig prosessindustri som samtidig er utslippsfri? Hviler Norge på en industriromantisk sovepute? 
Hvordan i all verden skal vi få omstilt industrien i tide? Hvordan styrke innsatsen? 
Enova inviterer sentrale norske industriaktører til en samtale om muligheter og risiko i omstillingen mot lavutslippssamfunnet i 2050."
"Kunst og konflikt: Kunst som arena for meningsutveksling, samskaping og kritisk debatt",https://www.arendalsuka.no/programsok/details/25212,2024-08-12T16:00,"KUNST OG KONFLIKT: KUNST SOM ARENA FOR MENINGSUTVEKSLING, SAMSKAPING OG KRITISK DEBATT","Universitetet i Agder, Arkitektur- og Designhøgskolen i Oslo","Eivind Wittemann, Universitetslektor, Fakultet for kunstfag, Universitetet i Agder
Halvor Weider Ellefsen, Førsteamanuensis, Institutt for urbanisme og landskap, Arkitektur- og designhøgskolen i Oslo
Randi Margrethe Eidsaa, Professor, Fakultet for kunstfag , Universitetet i Agder","Kunst og arkitektur former, påvirker og reflekterer samfunnet. Hvordan kan musikk, visuell kunst, dans, teater og arkitektur skape forbindelseslinjer mellom individet og komplekse tematikker som sosial tilhørighet, nedbygging av natur og bærekraft? På hvilke måter blir vi påvirket til å engasjere oss i personlige og kollektive endringsprosesser? I dette arrangementet inviterer vi til refleksjon og dialog omkring kunstnerisk-estetiske og arkitekturrelaterte innganger til spørsmål om nedbygging av natur og samfunnsrelasjoner. 
Det vises til praktiske prosjekter innenfor feltene visuell kunst og arkitektur. 
Arrangementet er et samarbeid mellom forskningsgruppene Norwegian Urbanism ved Institutt for urbanisme og landskap ved Arkitektur- og designhøgskolen i Oslo og forskningsgruppen Kunst og konflikt ved Fakultet for kunstfag, Universitetet i Agder.
Norwegian Urbanisme har fokus på forskning og undervisning som fokuserer på hvordan blågrønn infrastruktur kan anvendes som verktøy for stedsutvikling med myk mobilitet, bedre rom-sammenhenger og styrkede fellesrom som mål.
Kunst og konflikt-gruppen arbeider med forbindelseslinjer mellom kunst og konflikter av ulik art. Gruppens medlemmer skaper, deltar og analyserer praksiser der kunst og konflikt tematiseres gjennom musikk, visuell kunst, teater, litteratur og film. Medlemmenes interessefelt favner bredt fra  studier av individers kunstneriske prosesser til kunstverk og kunstinstitusjoner i konfliktfylte politiske kontekster og krig."
"Verdens største hydrogenskip: Hva kan de bety for Nordland, maritim klynge, og global skipsfart?",https://www.arendalsuka.no/programsok/details/25373,2024-08-12T16:00,"VERDENS STØRSTE HYDROGENSKIP: HVA KAN DE BETY FOR NORDLAND, MARITIM KLYNGE, OG GLOBAL SKIPSFART?","Torghatten, Myklebust Verft, GreenH, Norwegian Ship Design, SEAM, Lloyd's Register","Ola Elvestuen, Stortingsrepresentant, Venstre
Tom Einar Karlsen, Stortingsrepresentant, Arbeiderpartiet
Elise Caspersen, Fagansvarlig maritimt, Zero
Marius Martin Hansen, Administrerende direktør, Torghatten
Reidun Svarva, Kommersiell direktør, Torghatten
Gjermund johannessen, Administrerende direktør, The Norwegian Ship Design Company
Pål Gunnar Eide, CTO, SEAM
Michael North, Landssjef Norge, Lloyd's Register
Ola Engehagen, Salgsdirektør, Umoe
Morten Solberg Watle, Administrerende direktør, GreenH","Torghatten bygger verdens to største hydrogenskip. Skipene skal frakte inntil 120 biler og 599 passasjerer på Norges lengste ferjestrekning mellom Bodø og Lofoten, og skal bunkres med hydrogen produsert i Bodø.

Sammen med Myklebust verft, hydrogenprodusenten GreenH, skipsdesigneren Norwegian Ship Design, teknologileverandøren SEAM, klasseselskapet Lloyds Register og en rekke andre leverandører i maritimt klynge, vil vi presentere hvordan «hydrogenferjelaget» nå jobber for å utvikle teknologi, nye standarder og å bygge skipene – og hvilke ringvirkninger og betydning dette har for Nordland, Norge og verden.

Zero vil si litt om hva ferjene kan bety for nullutslippsløsninger i transportsektoren, mens Lofotrådet vil ta opp betydningen for Lofoten.
Det vil bli en politisk debatt om rammevilkår og hvordan det legges til rette for nullutslippsløsninger i skipsfarten, og hva vi kan lære av hydrogenferjeprosjektet."
Værmeldinga redder liv: Hvordan kan Malawi og Mosambik få like god værvarsling som Mandal og Molde?,https://www.arendalsuka.no/programsok/details/23838,2024-08-12T16:15,VÆRMELDINGA REDDER LIV: HVORDAN KAN MALAWI OG MOSAMBIK FÅ LIKE GOD VÆRVARSLING SOM MANDAL OG MOLDE?,NORCAP - En del av Flyktninghjelpen,"Per Fredrik Pharo, Avdelingsdirektør for klima, miljø og næringsliv, Norad
Benedicte Giæver, Direktør, NORCAP
Roar Skålin, Direktør, Meterologisk Institutt
Eli Kari Gjengedal, Værsjef og klima-journalist, TV2 og Scary Weather
Åsmund Grøver Aukrust, Utenrikspolitisk talsperson på Stortinget, Arbeiderpartiet
Thea Holten, Klima-analytiker, Norges Røde Kors
Collison Lore, User Engagement Expert, NORCAP
Hedda Kise, Ordstyrer","Pålitelig værvarslig kan være livreddende. En bonde er avhengig av å vite når regnsesongen starter for å avgjøre når det skal sås og en fisker må vite om været er stabilt nok til at det er trygt å dra ut og fiske.
Denne panelsamtalen vil utforske innovative løsninger og diskutere bruk av klima- og værdata for at folk selv kan håndtere raske endringer og katastrofer.
NORCAP:
gjør bistanden bedre, slik at mennesker som er rammet av kriser og klimaendringer får den beskyttelsen og mulighetene de trenger
bidrar med løsninger innenfor nødhjelp, utviklingsarbeid og fredsbygging i samarbeid med FN og andre internasjonale organisasjoner, nasjonale myndigheter og lokalsamfunn    
jobber med klimatjenester for å sikre at lokalsamfunn får nøyaktig værinformasjon slik at folk kan forberede seg på ekstremvær
er en datterorganisasjon av Flyktninghjelpen"
